search_text,table_name,column_name,data_type,dicom_tag,category,description,constraints,contains_phi,relationships
Table dicom_sequence_item (Generic Store): Represents a single item within a sequence (SQ) element. Column parent_element_key (INTEGER) - Parent sequence element. Constraints: FK → dicom_element(element_key).,dicom_sequence_item,parent_element_key,INTEGER,,Generic Store,Parent sequence element,FK → dicom_element(element_key),N,"FK: instance_key → dicom_instance, parent_element_key → dicom_element"
Table dicom_sequence_item (Generic Store): Represents a single item within a sequence (SQ) element. Column item_index (INTEGER) - Item index within sequence (0-based).,dicom_sequence_item,item_index,INTEGER,,Generic Store,Item index within sequence (0-based),,N,"FK: instance_key → dicom_instance, parent_element_key → dicom_element"
Table dicom_sequence_item (Generic Store): Represents a single item within a sequence (SQ) element. Column sequence_path (VARCHAR) - Path in sequence hierarchy.,dicom_sequence_item,sequence_path,VARCHAR,,Generic Store,Path in sequence hierarchy,,N,"FK: instance_key → dicom_instance, parent_element_key → dicom_element"
Table dicom_sequence_item (Generic Store): Represents a single item within a sequence (SQ) element. Column _loaded_at (TIMESTAMP_NTZ) - ETL load timestamp. Constraints: DEFAULT CURRENT_TIMESTAMP().,dicom_sequence_item,_loaded_at,TIMESTAMP_NTZ,,Generic Store,ETL load timestamp,DEFAULT CURRENT_TIMESTAMP(),N,"FK: instance_key → dicom_instance, parent_element_key → dicom_element"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column embedding_key (INTEGER) - Surrogate key. Constraints: AUTOINCREMENT PRIMARY KEY.,image_embedding,embedding_key,INTEGER,,ML/AI,Surrogate key,AUTOINCREMENT PRIMARY KEY,N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column instance_key (INTEGER) - Source image instance. Constraints: FK → dicom_instance(instance_key).,image_embedding,instance_key,INTEGER,,ML/AI,Source image instance,FK → dicom_instance(instance_key),N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column frame_key (INTEGER) - Source frame (if multi-frame). Constraints: FK → dicom_frame(frame_key).,image_embedding,frame_key,INTEGER,,ML/AI,Source frame (if multi-frame),FK → dicom_frame(frame_key),N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column segmentation_key (INTEGER) - Source segmentation. Constraints: FK → dicom_segmentation_metadata(segmentation_key).,image_embedding,segmentation_key,INTEGER,,ML/AI,Source segmentation,FK → dicom_segmentation_metadata(segmentation_key),N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column embedding_vector (ARRAY) - Embedding vector (float array).,image_embedding,embedding_vector,ARRAY,,ML/AI,Embedding vector (float array),,N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column model_key (INTEGER) - Model used to generate embedding. Constraints: FK → embedding_model(model_key).,image_embedding,model_key,INTEGER,,ML/AI,Model used to generate embedding,FK → embedding_model(model_key),N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
"Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column representation_scope (VARCHAR) - FULL_IMAGE, ROI, PATCH, etc..",image_embedding,representation_scope,VARCHAR,,ML/AI,"FULL_IMAGE, ROI, PATCH, etc.",,N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column representation_version (VARCHAR) - Embedding version identifier.,image_embedding,representation_version,VARCHAR,,ML/AI,Embedding version identifier,,N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column created_at (TIMESTAMP_NTZ) - When embedding was generated. Constraints: DEFAULT CURRENT_TIMESTAMP().,image_embedding,created_at,TIMESTAMP_NTZ,,ML/AI,When embedding was generated,DEFAULT CURRENT_TIMESTAMP(),N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table image_embedding (ML/AI): Vector representations of images for similarity search and ML. Column source_image_uri (VARCHAR) - URI to source image.,image_embedding,source_image_uri,VARCHAR,,ML/AI,URI to source image,,N,"FK: instance_key → dicom_instance, frame_key → dicom_frame, model_key → embedding_model"
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column model_key (INTEGER) - Surrogate key. Constraints: AUTOINCREMENT PRIMARY KEY.,embedding_model,model_key,INTEGER,,ML/AI,Surrogate key,AUTOINCREMENT PRIMARY KEY,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column model_name (VARCHAR) - Model name. Constraints: NOT NULL.,embedding_model,model_name,VARCHAR,,ML/AI,Model name,NOT NULL,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column model_version (VARCHAR) - Model version.,embedding_model,model_version,VARCHAR,,ML/AI,Model version,,N,
"Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column modality_scope (ARRAY) - Modalities this model handles (CT, MR, etc.).",embedding_model,modality_scope,ARRAY,,ML/AI,"Modalities this model handles (CT, MR, etc.)",,N,
"Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column task_scope (ARRAY) - Tasks: classification, detection, segmentation.",embedding_model,task_scope,ARRAY,,ML/AI,"Tasks: classification, detection, segmentation",,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column dimensionality (INTEGER) - Embedding vector dimensionality.,embedding_model,dimensionality,INTEGER,,ML/AI,Embedding vector dimensionality,,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column training_data_summary (VARCHAR) - Description of training data.,embedding_model,training_data_summary,VARCHAR,,ML/AI,Description of training data,,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column preprocessing_spec (VARIANT) - Preprocessing configuration (JSON).,embedding_model,preprocessing_spec,VARIANT,,ML/AI,Preprocessing configuration (JSON),,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column postprocessing_notes (VARCHAR) - Post-processing notes.,embedding_model,postprocessing_notes,VARCHAR,,ML/AI,Post-processing notes,,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column owning_team (VARCHAR) - Team responsible for model.,embedding_model,owning_team,VARCHAR,,ML/AI,Team responsible for model,,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column regulatory_notes (VARCHAR) - Regulatory/compliance notes.,embedding_model,regulatory_notes,VARCHAR,,ML/AI,Regulatory/compliance notes,,N,
Table embedding_model (ML/AI): Catalog of embedding models used to generate image embeddings. Column _loaded_at (TIMESTAMP_NTZ) - ETL load timestamp. Constraints: DEFAULT CURRENT_TIMESTAMP().,embedding_model,_loaded_at,TIMESTAMP_NTZ,,ML/AI,ETL load timestamp,DEFAULT CURRENT_TIMESTAMP(),N,
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column evaluation_key (INTEGER) - Surrogate key. Constraints: AUTOINCREMENT PRIMARY KEY.,embedding_evaluation,evaluation_key,INTEGER,,ML/AI,Surrogate key,AUTOINCREMENT PRIMARY KEY,N,FK: model_key → embedding_model
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column model_key (INTEGER) - Evaluated model. Constraints: FK → embedding_model(model_key).,embedding_evaluation,model_key,INTEGER,,ML/AI,Evaluated model,FK → embedding_model(model_key),N,FK: model_key → embedding_model
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column dataset_name (VARCHAR) - Evaluation dataset name.,embedding_evaluation,dataset_name,VARCHAR,,ML/AI,Evaluation dataset name,,N,FK: model_key → embedding_model
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column dataset_description (VARCHAR) - Dataset description.,embedding_evaluation,dataset_description,VARCHAR,,ML/AI,Dataset description,,N,FK: model_key → embedding_model
"Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column metric_name (VARCHAR) - Metric name (AUC, accuracy, cosine_sim, etc.).",embedding_evaluation,metric_name,VARCHAR,,ML/AI,"Metric name (AUC, accuracy, cosine_sim, etc.)",,N,FK: model_key → embedding_model
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column metric_value (FLOAT) - Metric value.,embedding_evaluation,metric_value,FLOAT,,ML/AI,Metric value,,N,FK: model_key → embedding_model
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column metric_details (VARIANT) - Additional metric details (JSON).,embedding_evaluation,metric_details,VARIANT,,ML/AI,Additional metric details (JSON),,N,FK: model_key → embedding_model
Table embedding_evaluation (ML/AI): Track quality metrics for embedding models on representative datasets. Column evaluated_at (TIMESTAMP_NTZ) - When evaluation was performed. Constraints: DEFAULT CURRENT_TIMESTAMP().,embedding_evaluation,evaluated_at,TIMESTAMP_NTZ,,ML/AI,When evaluation was performed,DEFAULT CURRENT_TIMESTAMP(),N,FK: model_key → embedding_model
